rendering_order,tag,attributes,text_context,depth,parent_index,parent_tag,text_length,sibling_index,link,children_count,same_tag_sibling_count,same_text_sibling_count,has_link,link_is_absolute,parent_has_link,is_leaf,word_count,letter_ratio,digit_ratio,whitespace_ratio,contains_date,contains_time,starts_with_digit,ends_with_digit,attribute_count,has_class,has_id,attr_has_word_name,attr_has_word_date,attr_has_word_time,attr_has_word_location,attr_has_word_link,text_has_word_name,text_has_word_date,text_word_time,text_word_description,text_word_location,text_word_am,text_word_pm,label,event_id,source,bio,in_event,start_event,is_synthetic
46,Span,class:event-field-namelink,creekside academy,4,45,Table,17,0,,0,5,0,1,1,0,1,2,1.0,0.0,0.058823529411764705,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NameLink,5.0,synth_mixed_009,1,1,1,True
47,Div,class:event-field-datetime,"saturday, may 17th",7,46,Ul,18,1,,0,6,0,0,0,0,1,3,0.8333333333333334,0.1111111111111111,0.1111111111111111,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,DateTime,5.0,synth_mixed_009,2,1,0,True
48,Div,class:event-field-location,downtown civic arena,5,47,Table,20,2,,0,3,0,0,0,0,1,3,1.0,0.0,0.1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,5.0,synth_mixed_009,2,1,0,True
49,Li,class:event-field-price,$0,7,48,Div,2,3,,0,11,0,0,0,0,1,1,0.0,0.5,0.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Price,5.0,synth_mixed_009,2,1,0,True
50,A,class:nav-item,newsletter signup,7,49,Footer,17,2,,0,7,0,0,0,0,1,2,0.9411764705882353,0.0,0.058823529411764705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_009,0,0,0,True
51,P,class:nav-item,page 1 of 3,4,50,Footer,11,3,,0,5,0,0,0,0,1,4,0.5454545454545454,0.18181818181818182,0.2727272727272727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_009,0,0,0,True
52,A,class:nav-item,twitter,8,51,Nav,7,0,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_009,0,0,0,True
53,Nav,class:nav-item,load more,5,52,Nav,9,2,,0,1,0,0,0,0,1,2,0.8888888888888888,0.0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_009,0,0,0,True
54,P,class:nav-item,menu,7,53,Nav,4,1,,0,3,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_009,0,0,0,True
0,P,class:nav-item,filter by location,8,-1,Header,18,3,,0,6,0,0,0,0,1,3,0.8888888888888888,0.0,0.1111111111111111,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
1,Li,class:nav-item,upcoming events,3,0,Footer,15,3,,0,3,0,0,0,0,1,2,0.9333333333333333,0.0,0.06666666666666667,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
2,A,class:nav-item,privacy policy,4,1,Footer,14,5,,0,2,0,0,0,0,1,2,0.9285714285714286,0.0,0.07142857142857142,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
3,Nav,class:nav-item,instagram,5,2,Header,9,0,,0,1,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
4,Span,class:nav-item,footer,8,3,Footer,6,0,,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
5,P,class:nav-item,print page,3,4,Div,10,2,,0,6,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
6,A,class:nav-item,news,4,5,Header,4,4,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
7,P,class:nav-item,twitter,4,6,Nav,7,4,,0,2,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
8,Div,class:nav-item,filter by location,7,7,Div,18,2,,0,1,0,0,0,0,1,3,0.8888888888888888,0.0,0.1111111111111111,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
9,Nav,class:nav-item,sponsors,5,8,Footer,8,0,,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
10,Header,class:nav-item,site map,5,9,Header,8,3,,0,7,0,0,0,0,1,2,0.875,0.0,0.125,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
11,Li,class:nav-item,print page,3,10,Nav,10,0,,0,2,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
12,Li,class:nav-item,calendar,6,11,Footer,8,4,,0,8,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
13,Td,class:event-field-name,evergreen college,6,12,Section,17,0,,0,6,0,0,0,0,1,2,1.0,0.0,0.058823529411764705,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,0.0,synth_mixed_010,1,1,1,True
14,A,class:event-field-date,"sunday, november 9th",7,13,Table,20,1,,0,15,0,0,0,0,1,3,0.9,0.05,0.1,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,0.0,synth_mixed_010,2,1,0,True
15,Span,class:event-field-starttime,8:00pm,4,14,Table,6,2,,0,12,0,0,0,0,1,1,0.3333333333333333,0.5,0.0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,StartTime,0.0,synth_mixed_010,2,1,0,True
16,A,class:event-field-endtime,noon,7,15,Section,4,3,,0,9,0,0,0,0,1,1,1.0,0.0,0.0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,EndTime,0.0,synth_mixed_010,2,1,0,True
17,Span,class:event-field-location,summit center gymnasium,7,16,Section,23,4,,0,4,0,0,0,0,1,3,1.0,0.0,0.08695652173913043,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,0.0,synth_mixed_010,2,1,0,True
18,P,class:event-field-description,this event is open to all high school students,5,17,Table,46,5,,0,10,0,0,0,0,1,9,1.0,0.0,0.17391304347826086,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Description,0.0,synth_mixed_010,2,1,0,True
19,P,class:nav-item,learn more,8,18,Footer,10,1,,0,7,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
20,Nav,class:nav-item,login,4,19,Footer,5,3,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
21,Header,class:nav-item,home,4,20,Footer,4,0,,0,8,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
22,A,class:nav-item,page 1 of 3,8,21,Div,11,1,,0,6,0,0,0,0,1,4,0.5454545454545454,0.18181818181818182,0.2727272727272727,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
23,Nav,class:nav-item,share this page,3,22,Header,15,3,,0,3,0,0,0,0,1,3,0.8666666666666667,0.0,0.13333333333333333,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
24,Nav,class:nav-item,featured events,5,23,Nav,15,0,,0,3,0,0,0,0,1,2,0.9333333333333333,0.0,0.06666666666666667,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
25,P,class:event-field-description,open to all prospective students and their families,4,24,Div,51,0,,0,5,0,0,0,0,1,8,1.0,0.0,0.13725490196078433,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Description,1.0,synth_mixed_010,1,1,1,True
26,Div,class:event-field-date,"jun 5, 2026",7,25,Ul,11,1,,0,5,0,0,0,0,1,3,0.45454545454545453,0.45454545454545453,0.18181818181818182,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,1.0,synth_mixed_010,2,1,0,True
27,Span,class:event-field-price,$350,5,26,Div,4,2,,0,8,0,0,0,0,1,1,0.0,0.75,0.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Price,1.0,synth_mixed_010,2,1,0,True
28,Li,class:event-field-time,3pm,5,27,Ul,3,3,,0,11,0,0,0,0,1,1,0.6666666666666666,0.3333333333333333,0.0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Time,1.0,synth_mixed_010,2,1,0,True
29,Span,class:event-field-name,pinecrest high school,4,28,Section,21,4,,0,10,0,0,0,0,1,3,1.0,0.0,0.09523809523809523,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,1.0,synth_mixed_010,2,1,0,True
30,Td,class:event-field-location,"missoula, mt",4,29,Table,12,5,,0,3,0,0,0,0,1,2,0.9166666666666666,0.0,0.08333333333333333,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,1.0,synth_mixed_010,2,1,0,True
31,P,class:nav-item,featured events,6,30,Nav,15,0,,0,8,0,0,0,0,1,2,0.9333333333333333,0.0,0.06666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
32,Header,class:nav-item,print page,7,31,Header,10,5,,0,3,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
33,A,class:nav-item,load more,5,32,Nav,9,2,,0,7,0,0,0,0,1,2,0.8888888888888888,0.0,0.1111111111111111,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
34,P,class:nav-item,instagram,7,33,Nav,9,0,,0,7,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
35,Nav,class:nav-item,header,5,34,Footer,6,4,,0,3,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
36,Span,class:nav-item,past events,5,35,Div,11,2,,0,3,0,0,0,0,1,2,0.9090909090909091,0.0,0.09090909090909091,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
37,Li,class:event-field-date,"monday, november 17th",6,36,Section,21,0,,0,11,0,0,0,0,1,3,0.8571428571428571,0.09523809523809523,0.09523809523809523,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,2.0,synth_mixed_010,1,1,1,True
38,Div,class:event-field-name,valley view college,7,37,Section,19,1,,0,7,0,0,0,0,1,3,1.0,0.0,0.10526315789473684,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,2.0,synth_mixed_010,2,1,0,True
39,Td,class:event-field-location,forest park fieldhouse,4,38,Table,22,2,,0,14,0,0,0,0,1,3,1.0,0.0,0.09090909090909091,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,2.0,synth_mixed_010,2,1,0,True
40,Td,class:event-field-description,join us for this exciting college fair event,6,39,Section,44,3,,0,7,0,0,0,0,1,8,1.0,0.0,0.1590909090909091,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Description,2.0,synth_mixed_010,2,1,0,True
41,Nav,class:nav-item,exhibitor guidelines,5,40,Div,20,1,,0,5,0,0,0,0,1,2,0.95,0.0,0.05,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
42,Span,class:nav-item,contact,3,41,Footer,7,0,,0,8,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
43,Div,class:nav-item,bookmark,3,42,Nav,8,3,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
44,Nav,class:nav-item,featured events,5,43,Div,15,2,,0,7,0,0,0,0,1,2,0.9333333333333333,0.0,0.06666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
45,Nav,class:nav-item,facebook,3,44,Div,8,5,,0,3,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
46,Span,class:event-field-name,harborside high school,6,45,Ul,22,0,,0,3,0,0,0,0,1,3,1.0,0.0,0.09090909090909091,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,3.0,synth_mixed_010,1,1,1,True
47,Td,class:event-field-date,"may 22, 2026",6,46,Ul,12,1,,0,7,0,0,0,0,1,3,0.4166666666666667,0.5,0.16666666666666666,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,3.0,synth_mixed_010,2,1,0,True
48,Li,class:event-field-location,eastside cultural center,6,47,Ul,24,2,,0,13,0,0,0,0,1,3,1.0,0.0,0.08333333333333333,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,3.0,synth_mixed_010,2,1,0,True
49,Nav,class:nav-item,powered by,5,48,Footer,10,4,,0,7,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
50,Li,class:nav-item,contact,4,49,Footer,7,1,,0,2,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
51,Li,class:event-field-date,"sunday, july 20th",6,50,Div,17,0,,0,15,0,0,0,0,1,3,0.8235294117647058,0.11764705882352941,0.11764705882352941,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,4.0,synth_mixed_010,1,1,1,True
52,Div,class:event-field-description,parking available on site,5,51,Ul,25,1,,0,12,0,0,0,0,1,4,1.0,0.0,0.12,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Description,4.0,synth_mixed_010,2,1,0,True
53,Td,class:event-field-location,crown plaza ballroom,7,52,Ul,20,2,,0,6,0,0,0,0,1,3,1.0,0.0,0.1,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,4.0,synth_mixed_010,2,1,0,True
54,P,class:event-field-time,9:00am,6,53,Div,6,3,,0,8,0,0,0,0,1,1,0.3333333333333333,0.5,0.0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Time,4.0,synth_mixed_010,2,1,0,True
55,Td,class:event-field-name,mapleton high school,5,54,Ul,20,4,,0,6,0,0,0,0,1,3,1.0,0.0,0.1,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,4.0,synth_mixed_010,2,1,0,True
56,A,class:nav-item,check back for updates,8,55,Header,22,5,,0,2,0,0,0,0,1,4,0.8636363636363636,0.0,0.13636363636363635,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
57,Div,class:nav-item,powered by,8,56,Footer,10,2,,0,7,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
58,Span,class:nav-item,skip to main content,8,57,Nav,20,2,,0,3,0,0,0,0,1,4,0.85,0.0,0.15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
59,Nav,class:nav-item,members,6,58,Div,7,5,,0,1,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
60,Span,class:event-field-namelink,lakeside high school,7,59,Table,20,0,,0,5,0,1,1,0,1,3,1.0,0.0,0.1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NameLink,5.0,synth_mixed_010,1,1,1,True
61,Li,class:event-field-datetime,1/12/26,6,60,Section,7,1,,0,14,0,0,0,0,1,1,0.0,0.7142857142857143,0.0,1,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,DateTime,5.0,synth_mixed_010,2,1,0,True
62,Span,class:event-field-location,westview community center,6,61,Table,25,2,,0,10,0,0,0,0,1,3,1.0,0.0,0.08,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,5.0,synth_mixed_010,2,1,0,True
63,Header,class:nav-item,join,5,62,Nav,4,2,,0,5,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
64,Span,class:event-field-namelink,creekside academy,4,63,Ul,17,0,,0,7,0,1,1,0,1,2,1.0,0.0,0.058823529411764705,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NameLink,6.0,synth_mixed_010,1,1,1,True
65,P,class:event-field-datetime,"friday, august 29th",7,64,Div,19,1,,0,8,0,0,0,0,1,3,0.8421052631578947,0.10526315789473684,0.10526315789473684,1,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,DateTime,6.0,synth_mixed_010,2,1,0,True
66,Td,class:event-field-location,blue hills sports dome,7,65,Ul,22,2,,0,14,0,0,0,0,1,4,1.0,0.0,0.13636363636363635,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,6.0,synth_mixed_010,2,1,0,True
67,Header,class:nav-item,news,3,66,Header,4,4,,0,8,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
68,Header,class:nav-item,search,7,67,Nav,6,0,,0,3,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
69,Span,class:nav-item,instagram,7,68,Nav,9,3,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
70,Nav,class:nav-item,exhibitor guidelines,5,69,Div,20,4,,0,1,0,0,0,0,1,2,0.95,0.0,0.05,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
71,Div,class:nav-item,header,6,70,Header,6,4,,0,6,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
72,A,class:event-field-date,"thursday, december 11th",6,71,Section,23,0,,0,10,0,0,0,0,1,3,0.8695652173913043,0.08695652173913043,0.08695652173913043,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,7.0,synth_mixed_010,1,1,1,True
73,P,class:event-field-name,stonegate high school,5,72,Div,21,1,,0,11,0,0,0,0,1,3,1.0,0.0,0.09523809523809523,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,7.0,synth_mixed_010,2,1,0,True
74,Li,class:event-field-location,valley expo hall,7,73,Div,16,2,,0,7,0,0,0,0,1,3,1.0,0.0,0.125,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,7.0,synth_mixed_010,2,1,0,True
75,Td,class:event-field-time,10:30am,6,74,Section,7,3,,0,5,0,0,0,0,1,1,0.2857142857142857,0.5714285714285714,0.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Time,7.0,synth_mixed_010,2,1,0,True
76,P,class:nav-item,home,7,75,Nav,4,3,,0,3,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
77,P,class:event-field-datetime,"saturday, july 12th",4,76,Table,19,0,,0,12,0,0,0,0,1,3,0.8421052631578947,0.10526315789473684,0.10526315789473684,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,DateTime,8.0,synth_mixed_010,1,1,1,True
78,Span,class:event-field-name,heritage university,4,77,Table,19,1,,0,3,0,0,0,0,1,2,1.0,0.0,0.05263157894736842,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,8.0,synth_mixed_010,2,1,0,True
79,Div,class:event-field-location,forest park fieldhouse,5,78,Div,22,2,,0,5,0,0,0,0,1,3,1.0,0.0,0.09090909090909091,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,8.0,synth_mixed_010,2,1,0,True
80,A,class:nav-item,sponsors,3,79,Nav,8,0,,0,8,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
81,A,class:nav-item,follow us,7,80,Footer,9,1,,0,8,0,0,0,0,1,2,0.8888888888888888,0.0,0.1111111111111111,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
82,P,class:event-field-price,$200,4,81,Section,4,0,,0,14,0,0,0,0,1,1,0.0,0.75,0.0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Price,9.0,synth_mixed_010,1,1,1,True
83,Span,class:event-field-location,downtown civic arena,6,82,Div,20,1,,0,4,0,0,0,0,1,3,1.0,0.0,0.1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,9.0,synth_mixed_010,2,1,0,True
84,Div,class:event-field-description,pre-registration is encouraged but walk-ins welcome,7,83,Div,51,2,,0,12,0,0,0,0,1,6,0.9607843137254902,0.0,0.09803921568627451,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Description,9.0,synth_mixed_010,2,1,0,True
85,Li,class:event-field-time,1pm,4,84,Div,3,3,,0,12,0,0,0,0,1,1,0.6666666666666666,0.3333333333333333,0.0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Time,9.0,synth_mixed_010,2,1,0,True
86,Div,class:event-field-name,washington university,7,85,Section,21,4,,0,13,0,0,0,0,1,2,1.0,0.0,0.047619047619047616,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,9.0,synth_mixed_010,2,1,0,True
87,Li,class:event-field-date,"monday, january 12th",7,86,Table,20,5,,0,6,0,0,0,0,1,3,0.85,0.1,0.1,1,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,9.0,synth_mixed_010,2,1,0,True
88,Header,class:nav-item,sponsors,3,87,Footer,8,1,,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
89,P,class:nav-item,login,8,88,Footer,5,0,,0,1,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
90,Header,class:nav-item,skip to main content,8,89,Div,20,2,,0,2,0,0,0,0,1,4,0.85,0.0,0.15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
91,Header,class:nav-item,home,5,90,Footer,4,4,,0,3,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
92,Header,class:nav-item,past events,7,91,Header,11,2,,0,4,0,0,0,0,1,2,0.9090909090909091,0.0,0.09090909090909091,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
93,A,class:nav-item,resources,4,92,Header,9,1,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
94,Div,class:nav-item,featured events,3,93,Nav,15,4,,0,3,0,0,0,0,1,2,0.9333333333333333,0.0,0.06666666666666667,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
95,Span,class:nav-item,about,3,94,Nav,5,3,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_010,0,0,0,True
0,Span,class:nav-item,stay tuned,3,-1,Div,10,3,,0,8,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_011,0,0,0,True
1,Li,class:nav-item,powered by,3,0,Footer,10,2,,0,2,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_011,0,0,0,True
2,Li,class:nav-item,footer,5,1,Footer,6,3,,0,3,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_011,0,0,0,True
3,A,class:nav-item,event details,7,2,Footer,13,2,,0,2,0,0,0,0,1,2,0.9230769230769231,0.0,0.07692307692307693,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_011,0,0,0,True
4,Li,class:nav-item,load more,8,3,Footer,9,3,,0,2,0,0,0,0,1,2,0.8888888888888888,0.0,0.1111111111111111,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_011,0,0,0,True
5,Li,class:nav-item,share this page,4,4,Header,15,5,,0,0,0,0,0,0,1,3,0.8666666666666667,0.0,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_mixed_011,0,0,0,True
